dataset_id,table_id
cpool,smooth_mau20200119
cpool,smooth_mau20200120
cpool,smooth_mau20200121
cpool,smooth_mau20200122
cpool,smooth_mau20200123
cpool,smooth_mau20200124
cpool,smooth_mau20200125
cpool,smooth_mau20200126
cpool,smooth_mau20200127
cpool,smooth_mau20200128
cpool,smooth_mau20200129
cpool,smooth_mau20200130
cpool,smooth_mau20200131
cpool,smooth_mau20200201
cpool,smooth_mau20200202
cpool,smooth_mau20200203
cpool,smooth_mau20200204
cpool,smooth_mau20200205
cpool,smooth_mau20200206
cpool,smooth_mau20200207
cpool,smooth_mau20200208
cpool,smooth_mau20200209
cpool,smooth_mau20200210
cpool,smooth_mau20200211
cpool,smooth_mau20200212
cpool,smooth_mau20200213
cpool,smooth_mau20200214
cpool,smooth_mau20200215
cpool,smooth_mau20200216
cpool,smooth_mau20200217
cpool,smooth_mau20200218
cpool,smooth_mau20200219
cpool,smooth_mau20200220
cpool,smooth_mau20200221
cpool,smooth_mau20200222
cpool,smooth_mau20200223
cpool,smooth_mau20200224
cpool,smooth_mau20200225
cpool,smooth_mau20200226
cpool,smooth_mau20200227
cpool,smooth_mau20200228
cpool,smooth_mau20200229
cpool,smooth_mau20200301
cpool,smooth_mau20200302
cpool,smooth_mau20200303
cpool,smooth_mau20200304
cpool,smooth_mau20200305
cpool,smooth_mau20200306
cpool,smooth_mau20200307
cpool,smooth_mau20200308
cpool,smooth_mau20200309
cpool,smooth_mau20200310
cpool,smooth_mau20200311
cpool,smooth_mau20200312
cpool,smooth_mau20200313
cpool,smooth_mau20200314
cpool,smooth_mau20200315
cpool,smooth_mau20200316
cpool,smooth_mau20200317
cpool,smooth_mau20200318
cpool,smooth_mau20200319
cpool,smooth_mau20200320
cpool,smooth_mau20200321
cpool,smooth_mau20200322
cpool,smooth_mau20200323
cpool,smooth_mau20200324
cpool,smooth_mau20200325
cpool,smooth_mau20200326
cpool,smooth_mau20200327
cpool,smooth_mau20200328
cpool,smooth_mau20200329
cpool,smooth_mau20200330
cpool,smooth_mau20200331
cpool,smooth_mau20200401
cpool,smooth_mau20200402
cpool,smooth_mau20200403
cpool,smooth_mau20200404
cpool,smooth_mau20200405
cpool,smooth_mau20200406
cpool,smooth_mau20200407
cpool,smooth_mau20200408
cpool,smooth_mau20200409
cpool,smooth_mau20200410
cpool,smooth_mau20200411
cpool,smooth_mau20200412
cpool,smooth_mau20200413
cpool,smooth_mau20200414
cpool,smooth_mau20200415
cpool,smooth_mau20200416
cpool,smooth_mau20200417
cpool,smooth_mau20200418
cpool,smooth_mau20200419
cpool,smooth_mau20200420
cpool,smooth_mau20200421
cpool,smooth_mau20200422
cpool,smooth_mau20200423
cpool,smooth_mau20200424
cpool,smooth_mau20200425
cpool,smooth_mau20200426
cpool,smooth_mau20200427
cpool,smooth_mau20200428
cpool,smooth_mau20200429
cpool,smooth_mau20200430
cpool,smooth_mau20200501
cpool,smooth_mau20200502
cpool,smooth_mau20200503
